Booking_ID,Professional_ID,City_x,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag,City_y,Primary_Service,Experience_Years,Available_Hours_Per_Week,Professional_Base_Rating,Week,Service_Hours,Actual_Service_Hours
B00099,P0005,Nagpur,Salon,2026-01-01 16:56:06.278651,10-12 PM,824,3.48,6.6,63,Completed,,4.7,4.1,New,Credit Card,1,Thursday,False,1,0,Nagpur,Salon,6,36,4.5,2025-12-29/2026-01-04,1.05,1.05
B00100,P0033,Pune,AC Repair,2026-01-01 17:06:28.383535,4-6 PM,1084,6.03,14.6,143,Completed,,3.9,4.4,Returning,UPI,1,Thursday,False,1,0,Pune,AC Repair,7,40,4.8,2025-12-29/2026-01-04,2.3833333333333333,2.3833333333333333
B00101,P0024,Nagpur,Appliance Repair,2026-01-01 17:16:50.488419,4-6 PM,984,4.88,12.1,65,Completed,,4.6,5.0,New,UPI,1,Thursday,False,1,0,Nagpur,Appliance Repair,3,44,4.6,2025-12-29/2026-01-04,1.0833333333333333,1.0833333333333333
B00102,P0080,Bengaluru,Salon,2026-01-01 17:27:12.593303,8-10 AM,821,3.38,4.9,67,Completed,,4.6,4.1,New,Credit Card,1,Thursday,False,1,0,Bengaluru,Salon,5,44,4.4,2025-12-29/2026-01-04,1.1166666666666667,1.1166666666666667
B00103,P0067,Mumbai,Electrician,2026-01-01 17:37:34.698187,10-12 PM,812,4.2,7.5,57,Completed,,4.7,5.0,New,Debit Card,1,Thursday,False,1,0,Mumbai,Electrician,6,40,3.9,2025-12-29/2026-01-04,0.95,0.95
B00104,P0058,Mumbai,AC Repair,2026-01-01 17:47:56.803072,2-4 PM,1227,5.41,11.2,100,Completed,,4.9,4.2,Returning,UPI,1,Thursday,False,1,0,Mumbai,AC Repair,9,40,4.3,2025-12-29/2026-01-04,1.6666666666666667,1.6666666666666667
B00105,P0075,Bengaluru,Cleaning,2026-01-01 17:58:18.907956,6-8 PM,447,3.11,16.1,94,Completed,,4.3,4.2,New,Debit Card,1,Thursday,False,1,0,Bengaluru,Cleaning,6,48,4.6,2025-12-29/2026-01-04,1.5666666666666667,1.5666666666666667
B00106,P0073,Bengaluru,Cleaning,2026-01-01 18:08:41.012840,6-8 PM,535,0.6,11.2,100,Completed,,4.8,4.3,Returning,Cash,1,Thursday,False,1,0,Bengaluru,Cleaning,1,40,4.6,2025-12-29/2026-01-04,1.6666666666666667,1.6666666666666667
B00107,P0081,Bengaluru,AC Repair,2026-01-01 18:19:03.117724,6-8 PM,1204,3.27,7.1,132,Completed,,4.4,4.7,New,Credit Card,1,Thursday,False,1,0,Bengaluru,AC Repair,9,48,4.6,2025-12-29/2026-01-04,2.2,2.2
B00108,P0025,Pune,Cleaning,2026-01-01 18:29:25.222608,6-8 PM,769,1.17,5.1,66,Completed,,4.4,5.0,Returning,UPI,1,Thursday,False,1,0,Pune,Cleaning,5,48,4.6,2025-12-29/2026-01-04,1.1,1.1
B00109,P0109,Delhi,Plumbing,2026-01-01 18:39:47.327493,4-6 PM,690,2.49,13.4,124,Completed,,4.1,4.0,Returning,UPI,1,Thursday,False,1,0,Delhi,Plumbing,7,36,4.1,2025-12-29/2026-01-04,2.066666666666667,2.066666666666667
B00110,P0132,Hyderabad,AC Repair,2026-01-01 18:50:09.432377,4-6 PM,1258,7.12,11.7,161,Completed,,4.3,4.5,Returning,Credit Card,1,Thursday,False,1,0,Hyderabad,AC Repair,6,40,4.4,2025-12-29/2026-01-04,2.683333333333333,2.683333333333333
B00111,P0065,Mumbai,Electrician,2026-01-01 19:00:31.537261,8-10 PM,509,1.02,9.9,64,Rescheduled,,,4.2,New,Debit Card,1,Thursday,False,0,0,Mumbai,Electrician,3,44,4.6,2025-12-29/2026-01-04,1.0666666666666667,1.0666666666666667
B00112,P0004,Nagpur,Cleaning,2026-01-01 19:10:53.642145,6-8 PM,942,2.61,14.5,101,Cancelled,Slot Not Available,,4.2,New,UPI,1,Thursday,False,0,1,Nagpur,Cleaning,8,44,4.3,2025-12-29/2026-01-04,1.6833333333333333,0.0
B00113,P0136,Hyderabad,Plumbing,2026-01-01 19:21:15.747029,12-2 PM,568,5.56,13.1,59,Completed,,3.7,3.4,New,Credit Card,1,Thursday,False,1,0,Hyderabad,Plumbing,5,44,4.9,2025-12-29/2026-01-04,0.9833333333333333,0.9833333333333333
B00114,P0121,Hyderabad,Cleaning,2026-01-01 19:31:37.851914,12-2 PM,804,1.08,9.8,128,Completed,,4.4,4.8,Returning,UPI,1,Thursday,False,1,0,Hyderabad,Cleaning,8,48,4.5,2025-12-29/2026-01-04,2.1333333333333333,2.1333333333333333
B00115,P0017,Nagpur,Electrician,2026-01-01 19:41:59.956798,12-2 PM,421,3.29,6.7,120,Completed,,4.3,4.8,Returning,Cash,1,Thursday,False,1,0,Nagpur,Electrician,4,40,4.6,2025-12-29/2026-01-04,2.0,2.0
B00116,P0006,Nagpur,Salon,2026-01-01 19:52:22.061682,2-4 PM,721,3.33,10.9,109,Completed,,4.6,4.4,New,UPI,1,Thursday,False,1,0,Nagpur,Salon,2,40,4.4,2025-12-29/2026-01-04,1.8166666666666667,1.8166666666666667
B00117,P0111,Delhi,Plumbing,2026-01-01 20:02:44.166566,12-2 PM,699,9.11,6.2,112,Completed,,4.4,4.8,Returning,UPI,1,Thursday,False,1,0,Delhi,Plumbing,5,36,4.6,2025-12-29/2026-01-04,1.8666666666666667,1.8666666666666667
B00118,P0045,Pune,Appliance Repair,2026-01-01 20:13:06.271450,10-12 PM,1085,6.93,13.2,64,Completed,,4.2,4.7,Returning,UPI,1,Thursday,False,1,0,Pune,Appliance Repair,1,36,4.2,2025-12-29/2026-01-04,1.0666666666666667,1.0666666666666667
B00119,P0130,Hyderabad,AC Repair,2026-01-01 20:23:28.376335,4-6 PM,1094,4.64,12.0,153,Cancelled,Slot Not Available,,4.6,New,UPI,1,Thursday,False,0,1,Hyderabad,AC Repair,1,40,4.7,2025-12-29/2026-01-04,2.55,0.0
B00120,P0026,Pune,Cleaning,2026-01-01 20:33:50.481219,6-8 PM,831,2.85,16.1,99,Completed,,4.9,4.5,Returning,Credit Card,1,Thursday,False,1,0,Pune,Cleaning,9,40,4.5,2025-12-29/2026-01-04,1.65,1.65
B00121,P0119,Delhi,Appliance Repair,2026-01-01 20:44:12.586103,2-4 PM,1047,2.16,7.0,92,Completed,,4.5,4.0,Returning,Debit Card,1,Thursday,False,1,0,Delhi,Appliance Repair,1,40,4.6,2025-12-29/2026-01-04,1.5333333333333334,1.5333333333333334
B00122,P0008,Nagpur,Salon,2026-01-01 20:54:34.690987,10-12 PM,926,3.18,3.5,86,Completed,,4.8,4.3,Returning,UPI,1,Thursday,False,1,0,Nagpur,Salon,10,36,4.3,2025-12-29/2026-01-04,1.4333333333333333,1.4333333333333333
B00123,P0041,Pune,Electrician,2026-01-01 21:04:56.795871,6-8 PM,644,2.88,18.3,103,Completed,,4.1,3.7,New,UPI,1,Thursday,False,1,0,Pune,Electrician,9,44,3.7,2025-12-29/2026-01-04,1.7166666666666666,1.7166666666666666
B00124,P0127,Hyderabad,Salon,2026-01-01 21:15:18.900756,6-8 PM,921,3.16,13.0,61,Completed,,4.2,4.9,Returning,UPI,1,Thursday,False,1,0,Hyderabad,Salon,9,40,4.8,2025-12-29/2026-01-04,1.0166666666666666,1.0166666666666666
B00125,P0029,Pune,Salon,2026-01-01 21:25:41.005640,6-8 PM,777,6.3,13.1,52,Completed,,4.5,4.1,Returning,Debit Card,1,Thursday,False,1,0,Pune,Salon,8,40,3.9,2025-12-29/2026-01-04,0.8666666666666667,0.8666666666666667
B00126,P0014,Nagpur,Plumbing,2026-01-01 21:36:03.110524,4-6 PM,846,3.32,12.6,61,Completed,,3.9,4.3,Returning,Credit Card,1,Thursday,False,1,0,Nagpur,Plumbing,8,36,4.8,2025-12-29/2026-01-04,1.0166666666666666,1.0166666666666666
B00127,P0098,Delhi,Cleaning,2026-01-01 21:46:25.215408,6-8 PM,797,1.04,9.7,68,Completed,,4.3,4.3,New,Cash,1,Thursday,False,1,0,Delhi,Cleaning,6,36,4.5,2025-12-29/2026-01-04,1.1333333333333333,1.1333333333333333
B00128,P0024,Nagpur,Appliance Repair,2026-01-01 21:56:47.320292,6-8 PM,985,0.83,7.0,75,Completed,,4.4,4.6,Returning,Debit Card,1,Thursday,False,1,0,Nagpur,Appliance Repair,3,44,4.6,2025-12-29/2026-01-04,1.25,1.25
B00129,P0006,Nagpur,Salon,2026-01-01 22:07:09.425177,8-10 PM,1028,2.45,15.3,57,Completed,,4.9,4.5,Returning,UPI,1,Thursday,False,1,0,Nagpur,Salon,2,40,4.4,2025-12-29/2026-01-04,0.95,0.95
B00130,P0050,Mumbai,Cleaning,2026-01-01 22:17:31.530061,4-6 PM,888,1.03,12.8,134,Completed,,4.8,5.0,Returning,Debit Card,1,Thursday,False,1,0,Mumbai,Cleaning,10,48,4.9,2025-12-29/2026-01-04,2.2333333333333334,2.2333333333333334
B00131,P0079,Bengaluru,Salon,2026-01-01 22:27:53.634945,2-4 PM,1016,0.5,5.9,57,Completed,,4.6,3.5,New,UPI,1,Thursday,False,1,0,Bengaluru,Salon,1,36,4.4,2025-12-29/2026-01-04,0.95,0.95
B00132,P0113,Delhi,Electrician,2026-01-01 22:38:15.739829,8-10 AM,655,4.5,11.4,63,Completed,,4.8,4.6,Returning,UPI,1,Thursday,False,1,0,Delhi,Electrician,5,40,4.8,2025-12-29/2026-01-04,1.05,1.05
B00133,P0141,Hyderabad,Appliance Repair,2026-01-01 22:48:37.844713,6-8 PM,917,6.38,12.8,105,Completed,,4.8,4.2,New,UPI,1,Thursday,False,1,0,Hyderabad,Appliance Repair,10,36,4.0,2025-12-29/2026-01-04,1.75,1.75
B00134,P0087,Bengaluru,Plumbing,2026-01-01 22:58:59.949597,10-12 PM,571,3.25,9.8,149,Completed,,5.0,3.7,Returning,UPI,1,Thursday,False,1,0,Bengaluru,Plumbing,1,44,4.5,2025-12-29/2026-01-04,2.4833333333333334,2.4833333333333334
B00135,P0056,Mumbai,Salon,2026-01-01 23:09:22.054482,6-8 PM,672,3.57,9.3,89,Completed,,4.6,4.6,New,UPI,1,Thursday,False,1,0,Mumbai,Salon,4,36,4.6,2025-12-29/2026-01-04,1.4833333333333334,1.4833333333333334
B00136,P0057,Mumbai,AC Repair,2026-01-01 23:19:44.159366,2-4 PM,1229,2.99,7.5,95,Completed,,4.5,4.2,Returning,Credit Card,1,Thursday,False,1,0,Mumbai,AC Repair,3,44,4.2,2025-12-29/2026-01-04,1.5833333333333333,1.5833333333333333
B00137,P0114,Delhi,Electrician,2026-01-01 23:30:06.264250,6-8 PM,593,7.26,14.6,52,Completed,,4.7,4.2,Returning,Credit Card,1,Thursday,False,1,0,Delhi,Electrician,2,40,4.7,2025-12-29/2026-01-04,0.8666666666666667,0.8666666666666667
B00138,P0101,Delhi,Salon,2026-01-01 23:40:28.369134,4-6 PM,622,2.76,13.9,67,Completed,,4.3,4.7,New,UPI,1,Thursday,False,1,0,Delhi,Salon,3,44,4.3,2025-12-29/2026-01-04,1.1166666666666667,1.1166666666666667
B00139,P0126,Hyderabad,Salon,2026-01-01 23:50:50.474018,2-4 PM,611,1.63,7.4,86,Completed,,4.1,4.2,New,Credit Card,1,Thursday,False,1,0,Hyderabad,Salon,4,40,4.4,2025-12-29/2026-01-04,1.4333333333333333,1.4333333333333333
B00140,P0132,Hyderabad,AC Repair,2026-01-02 00:01:12.578903,12-2 PM,1400,7.63,10.7,146,Completed,,4.8,4.2,Returning,UPI,1,Friday,False,1,0,Hyderabad,AC Repair,6,40,4.4,2025-12-29/2026-01-04,2.433333333333333,2.433333333333333
B00141,P0047,Pune,Appliance Repair,2026-01-02 00:11:34.683787,8-10 AM,792,4.63,7.0,98,Completed,,3.9,4.6,Returning,Debit Card,1,Friday,False,1,0,Pune,Appliance Repair,1,36,4.4,2025-12-29/2026-01-04,1.6333333333333333,1.6333333333333333
B00142,P0085,Bengaluru,Plumbing,2026-01-02 00:21:56.788671,8-10 AM,709,4.39,8.1,54,Completed,,4.2,4.1,Returning,UPI,1,Friday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2025-12-29/2026-01-04,0.9,0.9
B00143,P0075,Bengaluru,Cleaning,2026-01-02 00:32:18.893555,2-4 PM,518,8.71,11.4,61,Completed,,3.9,4.9,Returning,UPI,1,Friday,False,1,0,Bengaluru,Cleaning,6,48,4.6,2025-12-29/2026-01-04,1.0166666666666666,1.0166666666666666
B00144,P0025,Pune,Cleaning,2026-01-02 00:42:40.998439,8-10 PM,865,3.1,14.1,67,Completed,,4.5,4.7,Returning,UPI,1,Friday,False,1,0,Pune,Cleaning,5,48,4.6,2025-12-29/2026-01-04,1.1166666666666667,1.1166666666666667
B00145,P0002,Nagpur,Cleaning,2026-01-02 00:53:03.103324,4-6 PM,774,1.72,7.1,88,Completed,,5.0,4.2,New,Debit Card,1,Friday,False,1,0,Nagpur,Cleaning,5,40,4.2,2025-12-29/2026-01-04,1.4666666666666666,1.4666666666666666
B00146,P0119,Delhi,Appliance Repair,2026-01-02 01:03:25.208208,6-8 PM,1062,1.14,12.0,144,Completed,,4.3,4.0,New,Cash,1,Friday,False,1,0,Delhi,Appliance Repair,1,40,4.6,2025-12-29/2026-01-04,2.4,2.4
B00147,P0089,Bengaluru,Electrician,2026-01-02 01:13:47.313092,8-10 PM,482,6.25,15.5,116,Completed,,4.2,4.4,New,Debit Card,1,Friday,False,1,0,Bengaluru,Electrician,7,40,4.6,2025-12-29/2026-01-04,1.9333333333333333,1.9333333333333333
B00148,P0090,Bengaluru,Electrician,2026-01-02 01:24:09.417976,10-12 PM,648,1.23,7.6,84,Completed,,4.9,4.7,Returning,UPI,1,Friday,False,1,0,Bengaluru,Electrician,10,36,4.0,2025-12-29/2026-01-04,1.4,1.4
B00149,P0083,Bengaluru,AC Repair,2026-01-02 01:34:31.522860,4-6 PM,1146,10.7,17.4,137,Completed,,3.9,4.0,Returning,Cash,1,Friday,False,1,0,Bengaluru,AC Repair,4,40,4.7,2025-12-29/2026-01-04,2.283333333333333,2.283333333333333
B00150,P0111,Delhi,Plumbing,2026-01-02 01:44:53.627745,2-4 PM,465,1.64,12.9,76,Completed,,4.7,4.5,New,Credit Card,1,Friday,False,1,0,Delhi,Plumbing,5,36,4.6,2025-12-29/2026-01-04,1.2666666666666666,1.2666666666666666
B00151,P0001,Nagpur,Cleaning,2026-01-02 01:55:15.732629,10-12 PM,657,5.25,8.2,116,Cancelled,Long Response Time,,4.1,Returning,Debit Card,1,Friday,False,0,1,Nagpur,Cleaning,7,44,4.5,2025-12-29/2026-01-04,1.9333333333333333,0.0
B00152,P0085,Bengaluru,Plumbing,2026-01-02 02:05:37.837513,12-2 PM,549,3.12,7.6,137,Completed,,4.5,4.6,Returning,UPI,1,Friday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2025-12-29/2026-01-04,2.283333333333333,2.283333333333333
B00153,P0065,Mumbai,Electrician,2026-01-02 02:15:59.942397,12-2 PM,483,3.1,5.0,65,Completed,,4.5,3.8,Returning,UPI,1,Friday,False,1,0,Mumbai,Electrician,3,44,4.6,2025-12-29/2026-01-04,1.0833333333333333,1.0833333333333333
B00154,P0122,Hyderabad,Cleaning,2026-01-02 02:26:22.047281,6-8 PM,727,6.68,11.0,147,Cancelled,Slot Not Available,,4.6,Returning,UPI,1,Friday,False,0,1,Hyderabad,Cleaning,1,40,4.2,2025-12-29/2026-01-04,2.45,0.0
B00155,P0077,Bengaluru,Salon,2026-01-02 02:36:44.152166,12-2 PM,720,4.88,6.3,119,Completed,,4.7,4.3,Returning,Cash,1,Friday,False,1,0,Bengaluru,Salon,1,40,4.0,2025-12-29/2026-01-04,1.9833333333333334,1.9833333333333334
B00156,P0123,Hyderabad,Cleaning,2026-01-02 02:47:06.257050,12-2 PM,875,4.92,12.6,83,Completed,,4.0,4.1,New,UPI,1,Friday,False,1,0,Hyderabad,Cleaning,10,40,4.1,2025-12-29/2026-01-04,1.3833333333333333,1.3833333333333333
B00157,P0055,Mumbai,Salon,2026-01-02 02:57:28.361934,8-10 PM,999,4.54,11.7,101,Completed,,4.9,3.9,Returning,Debit Card,1,Friday,False,1,0,Mumbai,Salon,6,40,4.3,2025-12-29/2026-01-04,1.6833333333333333,1.6833333333333333
B00158,P0137,Hyderabad,Electrician,2026-01-02 03:07:50.466818,8-10 AM,567,0.64,5.8,48,Completed,,4.4,3.9,Returning,UPI,1,Friday,False,1,0,Hyderabad,Electrician,7,44,4.9,2025-12-29/2026-01-04,0.8,0.8
B00159,P0125,Hyderabad,Salon,2026-01-02 03:18:12.571702,6-8 PM,1085,4.11,19.3,71,Cancelled,Long Response Time,,4.3,Returning,Credit Card,1,Friday,False,0,1,Hyderabad,Salon,5,40,4.5,2025-12-29/2026-01-04,1.1833333333333333,0.0
B00160,P0088,Bengaluru,Plumbing,2026-01-02 03:28:34.676587,8-10 PM,552,2.92,16.8,82,Cancelled,Long Response Time,,4.9,New,Debit Card,1,Friday,False,0,1,Bengaluru,Plumbing,7,40,4.2,2025-12-29/2026-01-04,1.3666666666666667,0.0
B00161,P0067,Mumbai,Electrician,2026-01-02 03:38:56.781471,4-6 PM,624,3.04,13.3,80,Completed,,4.2,4.2,New,UPI,1,Friday,False,1,0,Mumbai,Electrician,6,40,3.9,2025-12-29/2026-01-04,1.3333333333333333,1.3333333333333333
B00162,P0066,Mumbai,Electrician,2026-01-02 03:49:18.886355,4-6 PM,642,0.88,14.8,102,Completed,,4.3,4.8,Returning,UPI,1,Friday,False,1,0,Mumbai,Electrician,1,40,4.7,2025-12-29/2026-01-04,1.7,1.7
B00163,P0120,Delhi,Appliance Repair,2026-01-02 03:59:40.991239,8-10 AM,850,7.24,12.1,115,Completed,,4.7,4.3,Returning,UPI,1,Friday,False,1,0,Delhi,Appliance Repair,3,44,4.4,2025-12-29/2026-01-04,1.9166666666666667,1.9166666666666667
B00164,P0085,Bengaluru,Plumbing,2026-01-02 04:10:03.096123,2-4 PM,756,3.13,11.0,75,Completed,,4.1,4.9,New,UPI,1,Friday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2025-12-29/2026-01-04,1.25,1.25
B00165,P0053,Mumbai,Salon,2026-01-02 04:20:25.201008,12-2 PM,796,5.05,9.1,118,Completed,,4.4,4.1,Returning,Debit Card,1,Friday,False,1,0,Mumbai,Salon,4,48,4.7,2025-12-29/2026-01-04,1.9666666666666666,1.9666666666666666
B00166,P0075,Bengaluru,Cleaning,2026-01-02 04:30:47.305892,6-8 PM,781,7.83,15.3,125,Completed,,4.0,4.9,New,Debit Card,1,Friday,False,1,0,Bengaluru,Cleaning,6,48,4.6,2025-12-29/2026-01-04,2.0833333333333335,2.0833333333333335
B00167,P0105,Delhi,AC Repair,2026-01-02 04:41:09.410776,6-8 PM,1211,3.16,9.7,104,Completed,,4.1,4.0,New,Credit Card,1,Friday,False,1,0,Delhi,AC Repair,10,40,4.5,2025-12-29/2026-01-04,1.7333333333333334,1.7333333333333334
B00168,P0002,Nagpur,Cleaning,2026-01-02 04:51:31.515660,10-12 PM,606,3.59,7.5,75,Completed,,4.6,4.0,Returning,UPI,1,Friday,False,1,0,Nagpur,Cleaning,5,40,4.2,2025-12-29/2026-01-04,1.25,1.25
B00169,P0023,Nagpur,Appliance Repair,2026-01-02 05:01:53.620544,4-6 PM,974,5.43,10.6,122,Completed,,4.1,4.9,Returning,UPI,1,Friday,False,1,0,Nagpur,Appliance Repair,9,44,4.5,2025-12-29/2026-01-04,2.033333333333333,2.033333333333333
B00170,P0009,Nagpur,AC Repair,2026-01-02 05:12:15.725429,6-8 PM,1253,3.51,12.8,175,Rescheduled,,,4.5,New,UPI,1,Friday,False,0,0,Nagpur,AC Repair,3,40,4.4,2025-12-29/2026-01-04,2.9166666666666665,2.9166666666666665
B00171,P0047,Pune,Appliance Repair,2026-01-02 05:22:37.830313,4-6 PM,1076,2.91,14.6,73,Completed,,4.7,4.5,Returning,Debit Card,1,Friday,False,1,0,Pune,Appliance Repair,1,36,4.4,2025-12-29/2026-01-04,1.2166666666666666,1.2166666666666666
B00172,P0065,Mumbai,Electrician,2026-01-02 05:32:59.935197,2-4 PM,384,1.55,7.3,76,Completed,,4.8,4.5,Returning,UPI,1,Friday,False,1,0,Mumbai,Electrician,3,44,4.6,2025-12-29/2026-01-04,1.2666666666666666,1.2666666666666666
B00173,P0117,Delhi,Appliance Repair,2026-01-02 05:43:22.040081,8-10 PM,1056,6.61,18.9,113,Completed,,4.4,4.5,Returning,Debit Card,1,Friday,False,1,0,Delhi,Appliance Repair,8,48,4.7,2025-12-29/2026-01-04,1.8833333333333333,1.8833333333333333
B00174,P0069,Mumbai,Appliance Repair,2026-01-02 05:53:44.144965,8-10 PM,893,1.88,13.6,86,Completed,,5.0,3.9,New,UPI,1,Friday,False,1,0,Mumbai,Appliance Repair,2,40,4.9,2025-12-29/2026-01-04,1.4333333333333333,1.4333333333333333
B00175,P0002,Nagpur,Cleaning,2026-01-02 06:04:06.249849,12-2 PM,545,3.98,8.3,87,Completed,,4.6,4.7,Returning,UPI,1,Friday,False,1,0,Nagpur,Cleaning,5,40,4.2,2025-12-29/2026-01-04,1.45,1.45
B00176,P0066,Mumbai,Electrician,2026-01-02 06:14:28.354734,10-12 PM,589,1.72,4.4,90,Completed,,4.8,4.2,Returning,Cash,1,Friday,False,1,0,Mumbai,Electrician,1,40,4.7,2025-12-29/2026-01-04,1.5,1.5
B00177,P0127,Hyderabad,Salon,2026-01-02 06:24:50.459618,6-8 PM,781,14.38,17.0,116,Completed,,3.9,4.9,New,Cash,1,Friday,False,1,0,Hyderabad,Salon,9,40,4.8,2025-12-29/2026-01-04,1.9333333333333333,1.9333333333333333
B00178,P0069,Mumbai,Appliance Repair,2026-01-02 06:35:12.564502,12-2 PM,990,5.72,8.0,142,Completed,,4.1,4.5,Returning,Credit Card,1,Friday,False,1,0,Mumbai,Appliance Repair,2,40,4.9,2025-12-29/2026-01-04,2.3666666666666667,2.3666666666666667
B00179,P0137,Hyderabad,Electrician,2026-01-02 06:45:34.669386,6-8 PM,503,5.16,12.4,84,Cancelled,Slot Not Available,,4.5,New,UPI,1,Friday,False,0,1,Hyderabad,Electrician,7,44,4.9,2025-12-29/2026-01-04,1.4,0.0
B00180,P0002,Nagpur,Cleaning,2026-01-02 06:55:56.774270,12-2 PM,731,7.88,11.2,129,Completed,,4.8,4.0,New,Credit Card,1,Friday,False,1,0,Nagpur,Cleaning,5,40,4.2,2025-12-29/2026-01-04,2.15,2.15
B00181,P0045,Pune,Appliance Repair,2026-01-02 07:06:18.879155,8-10 AM,1095,4.58,7.6,128,Completed,,4.2,4.9,New,Cash,1,Friday,False,1,0,Pune,Appliance Repair,1,36,4.2,2025-12-29/2026-01-04,2.1333333333333333,2.1333333333333333
B00182,P0102,Delhi,Salon,2026-01-02 07:16:40.984039,2-4 PM,1033,6.51,10.3,99,Completed,,4.8,4.1,Returning,UPI,1,Friday,False,1,0,Delhi,Salon,7,40,4.0,2025-12-29/2026-01-04,1.65,1.65
B00183,P0057,Mumbai,AC Repair,2026-01-02 07:27:03.088923,8-10 AM,1105,5.58,11.5,143,Completed,,4.5,4.8,Returning,UPI,1,Friday,False,1,0,Mumbai,AC Repair,3,44,4.2,2025-12-29/2026-01-04,2.3833333333333333,2.3833333333333333
B00184,P0111,Delhi,Plumbing,2026-01-02 07:37:25.193807,10-12 PM,604,1.94,12.5,63,Completed,,4.6,3.8,New,Cash,1,Friday,False,1,0,Delhi,Plumbing,5,36,4.6,2025-12-29/2026-01-04,1.05,1.05
B00185,P0117,Delhi,Appliance Repair,2026-01-02 07:47:47.298691,2-4 PM,872,3.04,7.9,166,Completed,,4.4,4.4,Returning,Credit Card,1,Friday,False,1,0,Delhi,Appliance Repair,8,48,4.7,2025-12-29/2026-01-04,2.7666666666666666,2.7666666666666666
B00186,P0045,Pune,Appliance Repair,2026-01-02 07:58:09.403576,8-10 AM,925,2.14,9.0,169,Completed,,5.0,4.0,New,Credit Card,1,Friday,False,1,0,Pune,Appliance Repair,1,36,4.2,2025-12-29/2026-01-04,2.816666666666667,2.816666666666667
B00187,P0088,Bengaluru,Plumbing,2026-01-02 08:08:31.508460,8-10 AM,555,1.45,6.6,126,Completed,,4.7,4.1,New,Debit Card,1,Friday,False,1,0,Bengaluru,Plumbing,7,40,4.2,2025-12-29/2026-01-04,2.1,2.1
B00188,P0078,Bengaluru,Salon,2026-01-02 08:18:53.613344,10-12 PM,945,8.03,12.9,55,Completed,,4.3,4.8,Returning,UPI,1,Friday,False,1,0,Bengaluru,Salon,3,40,4.4,2025-12-29/2026-01-04,0.9166666666666666,0.9166666666666666
B00189,P0101,Delhi,Salon,2026-01-02 08:29:15.718228,2-4 PM,880,4.65,6.7,101,Completed,,4.4,4.4,Returning,Cash,1,Friday,False,1,0,Delhi,Salon,3,44,4.3,2025-12-29/2026-01-04,1.6833333333333333,1.6833333333333333
B00190,P0053,Mumbai,Salon,2026-01-02 08:39:37.823112,8-10 PM,895,8.61,17.0,58,Completed,,4.1,4.6,Returning,UPI,1,Friday,False,1,0,Mumbai,Salon,4,48,4.7,2025-12-29/2026-01-04,0.9666666666666667,0.9666666666666667
B00191,P0004,Nagpur,Cleaning,2026-01-02 08:49:59.927997,8-10 AM,804,4.28,11.0,89,Completed,,4.9,4.8,Returning,Debit Card,1,Friday,False,1,0,Nagpur,Cleaning,8,44,4.3,2025-12-29/2026-01-04,1.4833333333333334,1.4833333333333334
B00192,P0088,Bengaluru,Plumbing,2026-01-02 09:00:22.032881,4-6 PM,753,2.73,11.9,77,Completed,,4.9,4.8,Returning,Credit Card,1,Friday,False,1,0,Bengaluru,Plumbing,7,40,4.2,2025-12-29/2026-01-04,1.2833333333333334,1.2833333333333334
B00193,P0130,Hyderabad,AC Repair,2026-01-02 09:10:44.137765,2-4 PM,1135,4.05,12.5,113,Completed,,4.9,4.1,New,UPI,1,Friday,False,1,0,Hyderabad,AC Repair,1,40,4.7,2025-12-29/2026-01-04,1.8833333333333333,1.8833333333333333
B00194,P0020,Nagpur,Electrician,2026-01-02 09:21:06.242649,8-10 AM,250,3.85,5.5,88,Cancelled,Price Too High,,4.5,Returning,UPI,1,Friday,False,0,1,Nagpur,Electrician,5,40,4.6,2025-12-29/2026-01-04,1.4666666666666666,0.0
B00195,P0027,Pune,Cleaning,2026-01-02 09:31:28.347533,8-10 AM,814,3.58,7.3,113,Completed,,4.2,3.9,New,UPI,1,Friday,False,1,0,Pune,Cleaning,2,36,4.8,2025-12-29/2026-01-04,1.8833333333333333,1.8833333333333333
B00196,P0056,Mumbai,Salon,2026-01-02 09:41:50.452418,10-12 PM,1003,15.0,15.1,51,Completed,,4.3,4.9,Returning,UPI,1,Friday,False,1,0,Mumbai,Salon,4,36,4.6,2025-12-29/2026-01-04,0.85,0.85
B00197,P0103,Delhi,Salon,2026-01-02 09:52:12.557302,6-8 PM,813,5.87,12.5,117,Rescheduled,,,4.8,New,UPI,1,Friday,False,0,0,Delhi,Salon,10,48,4.5,2025-12-29/2026-01-04,1.95,1.95
B00198,P0058,Mumbai,AC Repair,2026-01-02 10:02:34.662186,8-10 PM,1234,3.1,12.3,174,Completed,,5.0,4.6,New,UPI,1,Friday,False,1,0,Mumbai,AC Repair,9,40,4.3,2025-12-29/2026-01-04,2.9,2.9
